# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.108087 -----------------
#dely    BF    dB     BFVar
0.050 -0.1068 -0.0001  0.0026
0.150 -0.1039 -0.0001  0.0018
0.250 -0.0996 -0.0001  0.0033
0.350 -0.0938 -0.0001  0.0023
0.450 -0.0874 -0.0001  0.0029
0.550 -0.0820 -0.0001  0.0024
0.650 -0.0775 -0.0001  0.0013
0.750 -0.0721 -0.0001  0.0033
0.850 -0.0666 -0.0001  0.0019
0.950 -0.0602 -0.0001  0.0019
1.050 -0.0539 -0.0001  0.0017
1.150 -0.0477 -0.0001  0.0014
1.250 -0.0404 -0.0000  0.0014
1.350 -0.0330 -0.0000  0.0012
1.450 -0.0256 -0.0000  0.0008
1.550 -0.0175 -0.0000  0.0005
1.650 -0.0100 -0.0000  0.0004
1.750 -0.0030 -0.0000  0.0002
