# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0323957 -----------------
#dely    BF    dB     BFVar
0.050 -0.0044 -0.0000  0.0039
0.150 -0.0067 -0.0000  0.0034
0.250 -0.0087 -0.0000  0.0016
0.350 -0.0109 -0.0000  0.0019
0.450 -0.0142 -0.0000  0.0023
0.550 -0.0189 -0.0000  0.0016
0.650 -0.0225 -0.0000  0.0025
0.750 -0.0255 -0.0000  0.0029
0.850 -0.0280 -0.0000  0.0009
0.950 -0.0301 -0.0000  0.0016
1.050 -0.0305 -0.0000  0.0012
1.150 -0.0295 -0.0000  0.0022
1.250 -0.0271 -0.0000  0.0007
1.350 -0.0237 -0.0000  0.0012
1.450 -0.0189 -0.0000  0.0010
1.550 -0.0137 -0.0000  0.0005
1.650 -0.0081 -0.0000  0.0003
1.750 -0.0025 -0.0000  0.0002
