# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.105537 -----------------
#dely    BF    dB     BFVar
0.050 -0.1225 -0.0001  0.0033
0.150 -0.1149 -0.0001  0.0019
0.250 -0.1075 -0.0001  0.0038
0.350 -0.0979 -0.0001  0.0020
0.450 -0.0889 -0.0001  0.0035
0.550 -0.0817 -0.0001  0.0027
0.650 -0.0741 -0.0000  0.0020
0.750 -0.0668 -0.0000  0.0026
0.850 -0.0598 -0.0000  0.0012
0.950 -0.0534 -0.0000  0.0019
1.050 -0.0462 -0.0000  0.0013
1.150 -0.0404 -0.0000  0.0017
1.250 -0.0329 -0.0000  0.0006
1.350 -0.0262 -0.0000  0.0008
1.450 -0.0191 -0.0000  0.0008
1.550 -0.0135 -0.0000  0.0007
1.650 -0.0072 -0.0000  0.0005
1.750 -0.0023 -0.0000  0.0002
