# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.101376 -----------------
#dely    BF    dB     BFVar
0.050 -0.1131 -0.0001  0.0020
0.150 -0.1075 -0.0001  0.0028
0.250 -0.1005 -0.0001  0.0032
0.350 -0.0935 -0.0001  0.0029
0.450 -0.0851 -0.0001  0.0036
0.550 -0.0779 -0.0001  0.0019
0.650 -0.0718 -0.0001  0.0024
0.750 -0.0662 -0.0001  0.0032
0.850 -0.0615 -0.0001  0.0019
0.950 -0.0536 -0.0001  0.0014
1.050 -0.0488 -0.0001  0.0017
1.150 -0.0413 -0.0001  0.0014
1.250 -0.0341 -0.0001  0.0014
1.350 -0.0261 -0.0000  0.0009
1.450 -0.0181 -0.0000  0.0005
1.550 -0.0105 -0.0000  0.0005
1.650 -0.0037 -0.0000  0.0001
1.750 -0.0004 -0.0000  0.0001
