# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0400303 -----------------
#dely    BF    dB     BFVar
0.050 -0.0580 -0.0000  0.0027
0.150 -0.0528 -0.0000  0.0022
0.250 -0.0484 -0.0000  0.0024
0.350 -0.0409 -0.0000  0.0023
0.450 -0.0353 -0.0000  0.0028
0.550 -0.0295 -0.0000  0.0019
0.650 -0.0246 -0.0000  0.0015
0.750 -0.0196 -0.0000  0.0017
0.850 -0.0174 -0.0000  0.0014
0.950 -0.0152 -0.0000  0.0009
1.050 -0.0137 -0.0000  0.0015
1.150 -0.0120 -0.0000  0.0013
1.250 -0.0102 -0.0000  0.0007
1.350 -0.0085 -0.0000  0.0005
1.450 -0.0064 -0.0000  0.0007
1.550 -0.0046 -0.0000  0.0003
1.650 -0.0026 -0.0000  0.0002
1.750 -0.0007 -0.0000  0.0001
