# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.043355 -----------------
#dely    BF    dB     BFVar
0.050 -0.0305 -0.0000  0.0020
0.150 -0.0297 -0.0000  0.0024
0.250 -0.0304 -0.0000  0.0021
0.350 -0.0289 -0.0000  0.0030
0.450 -0.0275 -0.0000  0.0029
0.550 -0.0286 -0.0000  0.0013
0.650 -0.0301 -0.0000  0.0016
0.750 -0.0315 -0.0000  0.0015
0.850 -0.0316 -0.0000  0.0015
0.950 -0.0316 -0.0000  0.0011
1.050 -0.0315 -0.0000  0.0013
1.150 -0.0289 -0.0000  0.0008
1.250 -0.0250 -0.0000  0.0010
1.350 -0.0204 -0.0000  0.0007
1.450 -0.0147 -0.0000  0.0003
1.550 -0.0089 -0.0000  0.0004
1.650 -0.0035 -0.0000  0.0002
1.750 -0.0003 -0.0000  0.0000
