# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0483319 -----------------
#dely    BF    dB     BFVar
0.050 -0.0591 -0.0000  0.0025
0.150 -0.0573 -0.0000  0.0045
0.250 -0.0509 -0.0000  0.0019
0.350 -0.0460 -0.0000  0.0041
0.450 -0.0395 -0.0000  0.0035
0.550 -0.0349 -0.0000  0.0025
0.650 -0.0313 -0.0000  0.0015
0.750 -0.0269 -0.0000  0.0025
0.850 -0.0259 -0.0000  0.0010
0.950 -0.0235 -0.0000  0.0017
1.050 -0.0216 -0.0000  0.0009
1.150 -0.0197 -0.0000  0.0014
1.250 -0.0164 -0.0000  0.0006
1.350 -0.0130 -0.0000  0.0017
1.450 -0.0091 -0.0000  0.0003
1.550 -0.0055 -0.0000  0.0004
1.650 -0.0023 -0.0000  0.0002
1.750 -0.0002 -0.0000  0.0000
