# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0365808 -----------------
#dely    BF    dB     BFVar
0.050 -0.0514 -0.0000  0.0034
0.150 -0.0490 -0.0000  0.0027
0.250 -0.0430 -0.0000  0.0023
0.350 -0.0369 -0.0000  0.0023
0.450 -0.0295 -0.0000  0.0026
0.550 -0.0256 -0.0000  0.0015
0.650 -0.0210 -0.0000  0.0017
0.750 -0.0173 -0.0000  0.0016
0.850 -0.0154 -0.0000  0.0010
0.950 -0.0141 -0.0000  0.0011
1.050 -0.0125 -0.0000  0.0016
1.150 -0.0118 -0.0000  0.0008
1.250 -0.0107 -0.0000  0.0015
1.350 -0.0095 -0.0000  0.0006
1.450 -0.0081 -0.0000  0.0003
1.550 -0.0058 -0.0000  0.0006
1.650 -0.0033 -0.0000  0.0004
1.750 -0.0010 -0.0000  0.0002
