# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0330504 -----------------
#dely    BF    dB     BFVar
0.050 -0.0421 -0.0000  0.0018
0.150 -0.0390 -0.0000  0.0022
0.250 -0.0357 -0.0000  0.0015
0.350 -0.0317 -0.0000  0.0021
0.450 -0.0262 -0.0000  0.0025
0.550 -0.0238 -0.0000  0.0030
0.650 -0.0225 -0.0000  0.0020
0.750 -0.0205 -0.0000  0.0018
0.850 -0.0183 -0.0000  0.0013
0.950 -0.0171 -0.0000  0.0014
1.050 -0.0154 -0.0000  0.0009
1.150 -0.0129 -0.0000  0.0008
1.250 -0.0103 -0.0000  0.0006
1.350 -0.0075 -0.0000  0.0009
1.450 -0.0045 -0.0000  0.0003
1.550 -0.0023 -0.0000  0.0003
1.650 -0.0007 -0.0000  0.0001
1.750 -0.0001 -0.0000  0.0000
