# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.102403 -----------------
#dely    BF    dB     BFVar
0.050 -0.1475 -0.0001  0.0027
0.150 -0.1353 -0.0001  0.0037
0.250 -0.1224 -0.0001  0.0032
0.350 -0.1064 -0.0001  0.0027
0.450 -0.0910 -0.0001  0.0031
0.550 -0.0752 -0.0000  0.0024
0.650 -0.0632 -0.0000  0.0024
0.750 -0.0527 -0.0000  0.0029
0.850 -0.0450 -0.0000  0.0022
0.950 -0.0399 -0.0000  0.0014
1.050 -0.0341 -0.0000  0.0011
1.150 -0.0297 -0.0000  0.0008
1.250 -0.0253 -0.0000  0.0017
1.350 -0.0211 -0.0000  0.0012
1.450 -0.0161 -0.0000  0.0007
1.550 -0.0108 -0.0000  0.0009
1.650 -0.0064 -0.0000  0.0007
1.750 -0.0022 -0.0000  0.0002
