# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0977773 -----------------
#dely    BF    dB     BFVar
0.050 -0.1562 -0.0001  0.0025
0.150 -0.1411 -0.0001  0.0038
0.250 -0.1256 -0.0001  0.0031
0.350 -0.1057 -0.0001  0.0030
0.450 -0.0868 -0.0001  0.0032
0.550 -0.0709 -0.0001  0.0027
0.650 -0.0561 -0.0000  0.0028
0.750 -0.0472 -0.0000  0.0022
0.850 -0.0402 -0.0000  0.0022
0.950 -0.0345 -0.0000  0.0010
1.050 -0.0295 -0.0000  0.0012
1.150 -0.0257 -0.0000  0.0015
1.250 -0.0211 -0.0000  0.0010
1.350 -0.0163 -0.0000  0.0009
1.450 -0.0113 -0.0000  0.0004
1.550 -0.0069 -0.0000  0.0010
1.650 -0.0025 -0.0000  0.0004
1.750 -0.0002 -0.0000  0.0001
