# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0986819 -----------------
#dely    BF    dB     BFVar
0.050 -0.0940 -0.0000  0.0039
0.150 -0.0890 -0.0000  0.0026
0.250 -0.0886 -0.0000  0.0028
0.350 -0.0820 -0.0000  0.0030
0.450 -0.0791 -0.0000  0.0034
0.550 -0.0754 -0.0000  0.0021
0.650 -0.0714 -0.0000  0.0020
0.750 -0.0667 -0.0000  0.0025
0.850 -0.0619 -0.0001  0.0025
0.950 -0.0562 -0.0001  0.0020
1.050 -0.0527 -0.0001  0.0026
1.150 -0.0459 -0.0001  0.0022
1.250 -0.0385 -0.0000  0.0013
1.350 -0.0314 -0.0000  0.0014
1.450 -0.0246 -0.0000  0.0005
1.550 -0.0169 -0.0000  0.0008
1.650 -0.0095 -0.0000  0.0004
1.750 -0.0031 -0.0000  0.0002
