# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.03074 -----------------
#dely    BF    dB     BFVar
0.050 -0.0253 -0.0000  0.0040
0.150 -0.0265 -0.0000  0.0028
0.250 -0.0265 -0.0000  0.0023
0.350 -0.0245 -0.0000  0.0016
0.450 -0.0242 -0.0000  0.0031
0.550 -0.0241 -0.0000  0.0020
0.650 -0.0235 -0.0000  0.0025
0.750 -0.0226 -0.0000  0.0013
0.850 -0.0208 -0.0000  0.0010
0.950 -0.0201 -0.0000  0.0009
1.050 -0.0173 -0.0000  0.0015
1.150 -0.0155 -0.0000  0.0013
1.250 -0.0129 -0.0000  0.0005
1.350 -0.0102 -0.0000  0.0006
1.450 -0.0071 -0.0000  0.0006
1.550 -0.0043 -0.0000  0.0005
1.650 -0.0020 -0.0000  0.0005
1.750 -0.0003 -0.0000  0.0002
